,tweet,label,label2
2190,"osmanlı'da dönemlere göre okuryazarlık oranıyla ilgili bir kaynak çalışma mevcut mudur? örneğin 18. yy'da türk, arap, ermeni, yahudi vb. okuryazarlığı ne düzeydeydi?",hiçbiri,0
2191,bu tagı açan fetö piçlerine sorsan gusül abdesti almasını bilmezler şeriat isterler gayeleri de şeriat değil rum ermeni ve yahudi kırıntıları bunlar kemalizmesaretineson,nefret,1
2192,ne zamandır izlediğim en güzel video )) ezik ermeni kabile fertlerinin şuşa’dan geçerken çaresiz askerlerimize azerbaycan ve türkiye bakması !!! birde duygusal klip yapmış ezik ermeni idiotu ! neyse bir daha izleyeyim çekirdek yiyerek )),nefret,1
2193,"kemalizmesaretineson diyen dümbükler. önce gidin sevr’i imzalayanları öğrenin. maddelerini ezber edin. mustafa kemal olmasa bugün fransız, yunan, ermeni, i̇talyan ya da i̇ngiliz dölü olabilirdin. baya bir seçenek var. seçip beğenirsin artık.",nefret,1
2194,"""ermeni soykırımı"" yalanını reddettiği için nobel edebiyat ödlünü vermediler.",hiçbiri,0
2195,"bu çözüm kulağı ters göstermekten farksız. çünkü pkk'nin talepleriyle hdp'nim talepleri aynı. ""eğitim, yerel özerklik/maliye/yetkiler, ermeni soykırımı idddiası, ekonomi, vb konularda talepleri farklı"" diyenler bir kaç örnek sunsun da öyle konuşalım.",hiçbiri,0
2196,"ünlü ermeni satranççı neden ""abd"" için yarışacak",hiçbiri,0
2197,sultan abdülhamid'e karşı ermeni teröristlerle işbirliği yapmaktan çekinmeyen türk aydınları vardı. bugün de erdoğan'a karşı türk düşmanlarıyla kol kola olan sözde türk aydınları var.,nefret,1
2198,dadrian kaynak vermemis mi iddialarinin en agirini ona atfediyorsunuz?trabzon valisi cemal azmi alman konsolosluguna tehcir´den kurtulmak icin siginan ermeni muhtarin ve ailesinin kalmasina izin vermis-gönderilen ermenilerin evlerinin mühürlenmesinde yardimci olmasi sartiyla.,hiçbiri,0
2199,"ermeni güçleri, ardından şuşa, laçin, hocavend, kelbecer ve ağdere'yi de işgal etti. 1993'te de ağdam'a girdi... ağdam’ı cebrayıl, fuzuli, kubadlı ve zengilan'ın işgali izledi. böylece azerbaycan topraklarının yüzde 20'si işgal edildi.",hiçbiri,0
2200,"ermeni güçleri, 613 azerbaycan türkünü katletti. vahşet hafızalardan hiç silinmedi. 63 çocuk, 106 kadın ve 70'ten fazla yaşlı şehit oldu. birçoğu yakılmış, gözleri oyulmuştu. 76'sı çocuk 487 kişi ağır yaralı olarak kurtuldu.",hiçbiri,0
2201,"azerbaycan sınırları içerisinde yer alan dağlık karabağ, uluslararası hukuka göre de azerbaycan'ın bir parçası. 1991'den bu yana da ermenistan'ın işgali altındaydı. 30 yılda nüfusun yüzde 80'i ermeni kökenli hale getirildi. petrolü ve doğalgaz boru hattıyla stratejik önemde.",hiçbiri,0
2202,"adam gururla” nacizane osmanlı” torunuyum” diye övünüyor! tamam,da osmanlı”üç kıtada hüküm sürmüş bir hanedan imparatorluğudur” dolayısıyla tebaasında bir çok millet vardı” rum,ermeni,i̇brani, hırvat,sırp,çek, slovak, macar, rumen, rus,tatar,bulgar,arap, kürt,süryani, dürzi,acem,?",hiçbiri,0
2203,üniversiteye sokmadı. üniversitede olanın okumasını engelledi. mezun olana diploma ve iş vermedi. çalışanı işinden attı. ne alicenap bir milletki kin tutmadı. kendilerine yapılsa 100 yıl sözde ermeni soykırımı gibi devletin milletin suratına vururlardı. +++,hiçbiri,0
2204,"bingöl'de yapılmış ilk, zaten kadayıfın kökeni de bingöl. sorun şu, bingöllü ustalar da ermeni ustalardan öğrenmiş kadayıfı dolayısıyla kürt böreğinin bir ermeni böreği olma ihtimali yüksek.",hiçbiri,0
2205,haim nahum aklıyla yüz yıl sonra ki parçalama planı için batı tek tek ermeni soykırımını kabul etmiştir. oyun bozuldu! şimdi yüz yıl batı devletlerini kullanan güce karşı tek tek uygur soykırımını kabul ediyorlar. kutup değişimi aniden olacak ve yakin! 28şubat farkindayim!,hiçbiri,0
2206,"bunların yaptığını ermeni yapmaz, rum yapmaz!.",nefret,1
2207,"7/8 böylelikle askerlerin ebeveynleri olan ermenistan vatandaşları, bugün erivan'ın kasım bildirisi'nin hükümlerini nasıl ihlal ettiğini ve ermeni askerlerini yasadışı olarak rus barış güçlerinin sorumluluk alanına sokmaya çalıştığını ayrıntılı olarak anlattılar.",hiçbiri,0
2208,"6/8 askere alınanlardan birinin annesi, ""çocuklarımızın hizmet etmesine izin veriyoruz ama karabağ'da değil. orada huzursuz! karabağ'a,ermeni askerlerinin azerbaycan topraklarına girmesine izin vermeyen rus barış güçlerini aldatmak için sivil kıyafetlerle askerler getiriliyor.",hiçbiri,0
2209,2/8 amerikalı gazeteci patrick lancaster yakın zamanda bir grup ermeni askerin teknik kargo kisvesi altında laçin koridorundan hankendi'ye gönderildiğini bildirdi.,hiçbiri,0
2210,"rus medyası | vestikavkaza | ermenistan, karabağ'a gizlice ordu gönderiyor. oraya gönderilen ermeni askerlerinin ebeveynleri anlattı. gönderilen bazı ermeni askerler de bildirimde bulunuyor. 1/8  buna kalkışanların akıl sağlığından şüphe etmek gerekir.",hiçbiri,0
2211,ermenistan'da iç karışıklık var halk sokaklarda devam edeceği belli olaylar iç çatışmaya dönerse ermeni halkının allah korusun mülteci olup doğu sınırlarına yığılıp ülkemize alınırsalar ne yaparsınız vicdanen kabul edermisiniz,hiçbiri,0
2212,ermeni halkının soykırım sonrasında da bitmeyen trajedisini anlatan bu iki kitabı tavsiye ederim. serdar korucu çok berrak bir politik netlikte anlatmış. tanıklıklar ise insanı duygulandırıyor gerçekten. lanet gelsin milliyetçiliğinize ve savaşlarınıza!,hiçbiri,0
2213,"sayfamdakı ermeni sevdalıları, türke duşman olanlara arka cıkanlar lütfen sayfamı terk edin. ermenilerle türkler arasındakı sorun ermenistan ana yasasında türkiyeyle ilgili yazılan aşağılayıcı sözler cıkarıldıkdan ve türkiyenin toprak bütünlüyü tanındıkdan sonra cözülecek.",nefret,1
2214,"emine erdoğan'ın büyük ninesi nasra ile tarih sahnesine çıkacaktır. nasra ismi günümüzde, güneydoğu, doğu anadolu'da ermeni ve süryani görünümlü bagratuniler tarafından yoğun bir şekilde kullanılmaktadır.(…)",hiçbiri,0
2215,"ah gözel istanbul, istanbul'u bir palimpsest gibi okuyor. şehir neydi, şehir kime aitti ve şimdi nasıl bir güç mücadelesinin alanı haline geldiğinin resmini çekiyor. ara güler ve eremya kömürciyan şehre dair iki ses olarak işleniyor. -ikisinin de ermeni olması önemli-",hiçbiri,0
2216,"yazsalardı alman yazarlar birliği'nin barış ödülünü, nobel'i alabilirler miydi? ""bir türk dünyaya bedel"" şiarıyla orhan pamuk'a ""ermeni soykırımı vardır"" dedirttiler. etnikçi ayrılıkçılığa yaşar kemal'e imzalattıkları barış bildirileri üstünden meşruiyet sağladılar!",hiçbiri,0
2217,"diyarbakır'dan selanik'e göç etmiş ermeni olmasıyla yunanlı olmak arasında ""hemşehrilik"" ilişkisi kesin var",hiçbiri,0
2218,ermeni ordusu’nun 26 şubat 1992 tarihinde hocalı’da soykırım uyguladığı bildirilen mesajda ermenistan’da halen soykırımla ilgili hiç kimsenin cezaya çarptırılmadığına vurgu yapıldı.,hiçbiri,0
2219,"türk adı soyadı verilen,kripto ermeni ve yahudilerinin!müslüman mahallesinde salyangoz satma girişiminin sonuncusuydu 28şubat bir yiğit geldi bu vatanın as'ıllarının ve müsveddesinin kim olduğunu tekrar hatırlattı.",nefret,1
2220,"aşırı saçma bir rüya gördüm. rte, erkeklerin pazara gitmesini yasaklıyordu ayrıca rum ve ermeni okullarını kapatıyordu ve aşırı derecede kar yağıyordu...",hiçbiri,0
2221,bugünkü çankaya mevkiide bulunan fakat i̇zmir yangını'nda (1922) yok olan aziz georges ortodoks kilisesi. sol üstte kadifekale görünüyor. o zamanki ermeni mahallesi (basmane mevkii) de bu kilisenin biraz arkasında kalıyor. haritadaki muhtemel yerini de buraya birakıyorum.,hiçbiri,0
2222,"kafa epey sorunlu ama ille de nispeten anlamlı bir karşılaştırma yapılacaksa, ""ermeni, rum okullarımız var. anadilde eğitim hakkı lausanne'da tanınmış. neden kürt okullarımız yok?"" denmeliydi.",hiçbiri,0
2223,"malatya (մալաթիա) ermenileri ermeni düğünü, arapgir'/malatya' 1913, save proje koleksiyonu",hiçbiri,0
2224,turkiye azerbaycan bayrağını yakan ermeni komandoları,hiçbiri,0
2225,"türkiye'de kürt sorunu yok, gizli ermeni sorunu var.",nefret,1
2226,burada o esnada yunan ordusunun hizmetindeki ermeni general antranik'in karargahına sızmayı başarır ve çok değerli bilgileri ankara'ya ulaştırır. savaştan sonra bu kahraman vatan evladı ahmet esat tomruk namı diğer i̇ngiliz kemal i̇stiklal madalyası ile ödüllendirilir,hiçbiri,0
2227,altınok: ermeni iddialarını agi̇t pa’da yanıtladık doguturk erzurum pazar,hiçbiri,0
2228,yaşarkemal türkiye cumhuriyetine ermeni soykırımı iftarısını atmış kanı bozuğun biriydi,saldırgan,2
2229,"ben bunun hangi birini düzelteyim  sümerler safsatasını geçelim. diyelim ki eyyübiler kürt, kuruldukları coğrafya senin kürdistan coğrafyası dediğin yer değil, kahire - şam ekseni. şeddadiler ise neredeyse tamamen ermeni coğrafyasında hüküm sürdü.",hiçbiri,0
2230,"yaşarkemal darbeler, kürt sorunu, ermeni sorunu, demokrasi, özgürlük gibi ülkenin temel sorunlarında, çağının tanığı olmanın yanında sanığı da olmaktan çekinmeyerek cesurca gerçeğin, haklının, mazlumun yanında olan 'namuslu bir hayat yaşamış' gerçek bir aydındı. saygıyla...",hiçbiri,0
2231,28 şubat bu ülkede gayrimüslim islam düşmanı ermeni yahudi hırıstiyan yunan vatan haini kanıbozuk satılmışların darbe günüdür rabbin soylarını helak etsin inşallah,nefret,1
2232,bugün türkiye'deki yahudi rum ermeni usaklarinin müslümanlara allah'ın gönderdiğini dini silmek için baskı zulüm ve her türlü eziyetlerin yapılışının yıldönümünü dur o şerefsizler allah'ın yardımı ve tayip erdoğan'ın katkıları ve halkın sayesinde bugün tarihten silindirler.,nefret,1
2233,n'aber la ermeni tohumu,nefret,1
2234,bitmediniz bir türlü ermeni çocukları.. yaşa mustafa kemal paşa yaşa adın yazılacak mücevher taşa kemalizmesaretineson,nefret,1
2235,ünlü ermeni satranççı neden “abd” için yarışacak,hiçbiri,0
2236,reis 18 yılda ne yaptı diyenlere tek cevap ayasofyayı cami yaparak ibadete açtı dediğimizde içimizdeki ermeni çocukları kuduruyor allah ömrünü uzun etsin rei̇s,nefret,1
2237,"bir film önerisinde bulunayım: ah gözel i̇stanbul (2020). yönetmen zeynep dadak, 17.yy'da yaşamış ermeni bir tarihçinin seyahatnamesini günümüz i̇stanbul'unu gezerek naklediyor. kamera hareketleri yüzünden yer yer baş dönmesi yaşadım ama...",hiçbiri,0
2238,ünlü ermeni satranççı ermenistan vatandaşlığından çıktı!  com aracılığıyla,hiçbiri,0
2239,"rusya i̇mparatorluğu’nun son dönemlerinden bir karedeki 3 detay: tatlılarıyla ünlü abrikosov ailesinin mağazası (kafe/restoran olarak hala duruyor), üst katında muhafazakar çizgideki en önemli gazetelerden novoye vremya’nın ofisi, sağ üst köşede de azize yekaterina ermeni kilisesi",hiçbiri,0
2240,"""ermeni büyükusta levon aronian hükümete kızdı, abd adına yarışacağını açıkladı""",hiçbiri,0
2241,"26 şubat 1992'de ermeni güçlerince dağlık karabağ’da 613 masum azerbaycan türkü hunharca katledildi. 487 kişi yaralandı, 1275 kişi esir alındı ve binlerce insan kendi yurtlarından göc etmek zorunda kaldı. hocalıkatliamı’nı unutmadık, unutmayacağız",hiçbiri,0
2242,ermeni = cani hayvan dan da aşağı mahluk,nefret,1
2243,"mustafa akıncı rum yanlısı,türk düşmanı haindir. siyasi itlaftır memleket hareketi karşıtlarının ortak özelliği kıbrıs'ı rumlara, mavi vatan'ı ab ve yunana, karabağ'ı ermeni canilere peşkeş çekmek istemeleri bize akp'li bile deseniz sizin gibi vatan toprağından vazgeçmeyeceğiz",nefret,1
2244,feym grubu mesaji – ermeni faaliyetleri ( 13 ocak 2021) ... turkish forum,hiçbiri,0
2245,van ermeni halayı վան հայեր հալայ xaltîka ermenî ya wanê günümüzde van'dan erzurum'a kadar olan pek çok kürt ve bazı türk köylerinde oynanmaktadır. van wan վան günaydın rojbaş բարիլոյս,hiçbiri,0
2246,ermeni meselesi ve hocalı katliamı balıkesir’de anlatıldı,hiçbiri,0
2247,defolup gitmelerini istiyorum. dedemin 13 yıl savaşıp vatan yaptığı bu topraklarda ne arap ne ermeni’ye yer yok. türkmenler kalsın. vatanı savunmak ne zaman nefret suçu oldu. bunu söyleyen türk ü arkadan vuran boğazını kesen arap ermenilerin torunu. size yer yok.,nefret,1
2248,erciyes dağı eteklerinden akdenize kadar uzanan bu verimli çukurova toprakları 20 000 ermeni ve 20 000 i mùslūman olan adana'da 1908 de kilikya imparatorluğunun son kalıntıları olan ermenilerin yok edilmesiyle aon şeklini alır. zabel esayan bu konuda kitap yazmıştır.,hiçbiri,0
2249,karabağ savaşında ermeni güçlere ait tor-m2km uçaksavar füzesinin ateslenme anına ait görüntüler paylaşılmış.,hiçbiri,0
2250,"hollanda’nın çifte standardı: uygur türkleri, sözde ermeni soykırımı ve hocalı katliamı",hiçbiri,0
2251,"biz ki enver paşa’dan gelen bir telgrafla kuşçubaşı eşref, süleyman askerî bey ve selim sami ile belimizde revolver, şarkta ermeni komitecilere karşı operasyona çıkacaktık. talih bize, kısıtlamalarda evde televizyon izlemeyi reva gördü.",hiçbiri,0
2252,ermeni soykırımı da savunulur aq bu mantıkla,saldırgan,2
2253,"güzellik şâhikası ""zühre"" çeşitli kültürlerde şu isimlerle anılır: fars: nahid yunan: anaitis ermeni: anahit latin: venüs türk: çolpan yunanlar, zühre'yi ""artemis""; bizans ise ""diana"" ile ilişkilendirilmiştir. arap putlarından uzzâ da zühre ile aynı özellikleri taşır.",hiçbiri,0
2254,en çok zoruma giden ne biliyormusunuz gerçekte türk olmayıp türkçülük yapanlarla muhatap olmak adam kendini bir yere dayandırmak için ölümüne saldırıyor yahu ne gerek var ermeni veya rum olman bir eksiklik değil ki aksine gurur duymalısın yok arkadaş dinletemiyorsun!,hiçbiri,0
2255,ermeni askerlerin geride bıraktıkları silahlar hocavend'de bulundu.,hiçbiri,0
2256,hollanda meclisi hükümetin 1915 olaylarını 'ermeni soykırımı' olarak kabul etmesini istedi,hiçbiri,0
2257,"sezen aksu, ""sarı gelin""i ermenice söylüyor, ermeni koro ise türkçe olarak eşlik ediyor. dünya, 6 dakika 25 saniye güzelleşiyor",hiçbiri,0
2258,ermeni vahşeti,nefret,1
2259,"""... bilhassa o günlerde yeni meşhur olmağa başlayan bir ermeni kızının baygın bakışları ve biberli sesi..."" | a. h. tanpınar, saatleri ayarlama enstitüsü, 75. s. tanpınar saatleriayarlamaenstitüsü",hiçbiri,0
2260,artıkları kalmış artıkları ermeni mi desem yunan mı artığı kalmış hasretyıldırımtutuklansın,nefret,1
2261,"üçtür rüyamda bir ermeni hemşire kız ile bir türk öğretmeni görüyorum. olay 1ds sırasında i̇stanbul’da geçiyor. kızı çocuğa vermiyorlar, çocuk kızın ardından hüngür hüngür ağlıyor. uyandığım vakit gözlerim yaşlı meğer ben de uykumda ağlamışım. dördüncüye de görürsem ben evericem",hiçbiri,0
2262,"hocalı'da 29 yıl önce yaşanan vahşet yürekleri dağlamaya devam ediyor. umuyorum ki, ermeni esareti altındaki ezeli azerbaycan topraklarının azat edilmesi bu acılı yüreklere bir nebze olsun teselli olmuştur. ermeni zulmüne kurban giden şehitlerimizin ruhları şad olsun.",nefret,1
2263,ermeni satranççı mı? gelsin ben ona öğreteyim. türk kadını nasıl satranç oynar görsün. eee şampiyon belli ikinci gelsin,hiçbiri,0
2264,"bu işte suya düşünce avrupa, türkleri ermeni halkı yahud taşnaklar için değil doğudaki hâkimiyetleri ve musul petrolleri için takip etti. türkiye buna boyun eğmedi, emperyalizme başkaldırdı. şimdi ise daha verimli bir gündem programı olan ermeni mülteci sorunu gündeme getirildi”",hiçbiri,0
2265,"ermeni siyaset bilimci yervand bozoyan: ""türk yanlısı güçler paşinyan'ı destekledi ve onu iktidara getirdi. yani artık, ya ermenistan devlet olarak yok olacak ya da paşinyan iktidardan uzaklaştırılmalı hatta tutuklanmalı. üçüncü seçenek yok.""",hiçbiri,0
2266,"rojavalı yönetmen mano xelîl ile ‘25 yıllık hayalimdi’ dediği cîran (komşu) filmine dair röportajımdır. 80li yılların rojavasında, kürt, asuri, ermeni, yahudi, müslüman toplumlarının baas öncesi ve baas dönemi komşuluk ilişkilerini irdeliyor film.",hiçbiri,0
2267,"türkiye cumhuriyeti galatasaray üniversitesinde görevli 15 fransız akademisyeni ihraç etmiştir. fransa, parlementosunda sözde ermeni soykırımını yasalaştırıp yok diyene 1500 € ceza kesen...",hiçbiri,0
2268,"3/ ermeni güçleri tarafından kullanılan rus elektronik harp sistemleri, bayraktar tb2’leri 1 saniye bile durduramadı.",hiçbiri,0
2269,selahattindemirtasteroristtir ona özgürlük vs sevgili felan filan diyen soysuz ermeni uşağı kalakteristik kertenkele dir net .,nefret,1
2270,ama daha 1915'de çanakkale'de rum ve ermeni̇ askerlerimiz de vardı. hele sarıkamış harekatı için 40.000 ermeni asker kullanılmış geri planda. arap askerlerimiz vardı. her milletten vardı. zenci̇ pi̇lotun varmış... ülke nereden nereye.,hiçbiri,0
2271,"26 şubat 1992'de rusya destekli ermeni ordusu tarafindan 613 sivil ve masum azeri kardesimizin katledilişinin 29 yılında şehidleri rahmetle anıyorum. hocali soykırımını kınıyorum,soykırıma destek veren rusya ve soykırımı yapan ermenistani kınıyorum.(dönemin basbakani demirel'di)",hiçbiri,0
2272,"adama demezler mi; ""lan ermeni dölleri çöp vergilerini ne yaptınız?""",nefret,1
2273,ermenistanda insanları inşatda calışmaq adıyla aldadıp karabaga asgere götürürler. bunu ermeni ebeveynler bu gün etiraz eyleminde söyleyip. onlar yolu kapatıyor ve karabağ'a asker gönderilmesini önlüyorlar,hiçbiri,0
2274,"ermeni asıllı fransa doğumlu belçika vatandaşı olan marc aryan'ın(asıl adı; henry markarian),sanki bu topraklarda büyümüşcesine böyle güzel şarkı yapması..",hiçbiri,0
2275,"fransa dışişleri bakanı jean-yves le drian, ermenistan'daki darbe girişiminin ardından ""demokrasinin korunması"" için taraflara diyalog çağrısında bulundu. dışişleri bakanı le drian, ""derin demokratik güce sahip bu ülkenin istikrarına ve ermeni demokrasisine çok bağlıyız."" dedi.",hiçbiri,0
2276,ben çingeneyim ermeni'yim türk'üm kürt'üm ah fark eder mi mavi bir elmayım ne fark eder ki,hiçbiri,0
2277,"""yaşanan vahşet yürekleri dağlamaya devam ediyor."" cumhurbaşkanı yardımcısı fuat oktay, hocalı katliamı'nda ermeni zulmüne kurban giden şehitleri andı.",nefret,1
2278,tamam kardeşim benim anam da yarı zaza yarı ermeni ama sonuçta hepimiz kürdüz bu topraklarda rabbime çok şükür,hiçbiri,0
2279,kurtuluşsavaşı doğucephesi atatürk kazımkarabekir gümrüantlaşması türkiye türk tbmm lgs lgs2021 tyt tyt2021 ayt ayt2021 kpss kpss2021 tarih kars istanbul ankara izmir osmanlı ermenistan ermeni berlinantlaşması fransızihtilali   tarihhane,hiçbiri,0
2280,allah akıl fikir versin ermeni diasporasına... !,hiçbiri,0
2281,"muhafazakar toplum desen, iktidar yüzünden din yozlaştı, ağzını açmıyor. milliyetçi bir toplum desen, milli değerleri, gazisi, askerî, polisi,tarumar olmuş, tepki vermiyor. o ermeni, bu yunan, şu gavur...diyerek sövüp duruyor. böyle toplum mu olur. sesvertürkiye gazihapiste",hiçbiri,0
2282,"genel olarak rusya, belirleyici ölçüde güçlü olduğu alanlarda rakibe fazla menavra alanı tanımayan bir devlet herşey olabilir... paşinyan giderse, azerbaycan güvenliğini yeni biçimlendirilecek aşırı milliyetçi ermeni siyaseti tehdit edebilir, dış destek de alabilir",hiçbiri,0
2283,"hocalıkatliamıne yaparsanız yapın soykırımı unutmayın. çünkü unutulan soykırım tekrarlanır. aliya i̇zzetbegoviç 29 sene önce, ermeni teröristlerce alçakça gerçekleştirilen hocalı katliamında kaybettiğimiz tüm soydaşlarımızı rahmet ve saygıyla anıyoruz. unutmadık, unutmayacağız",nefret,1
2284,"ermenistan'da iş, kontrolden çıktı darbeci̇ generaller gi̇tmi̇yor, cumhurbaşkani da göndermi̇yor kremlin'in mevcut ermeni komutanları korumaya aldığı belirtiliyor paşi̇nyan halki yi̇ne sokağa çağirdi",hiçbiri,0
2285,"1. karabağ mücadelesi 1992 i̇şgalci ermeni azerbaycan türklerine soykirim yaptı katliamdan kurtulanlar yalin ayak başi kabak öz vatanlarından kovuldu.? 2.karabağ savaşı 2020 azerbaycan türkü vatanına gururla, şerefle ve asker postaliyla geri döndü..!",nefret,1
2286,"26 şubat 1992 hocalı’da, yüzlerce azerbaycanlı kardeşlerimizin ermeni'ler tarafından şehit edilişinin yıldönümü. şehitlerimizin ruhları şad olsun. xocalı soykırımdır. xocalısoyqırımı azerbaycan hocalıkatliamı hocalıyıunutma hocalısoykırımı justiceforkhojaly",nefret,1
2287,"ermeni şirketi uavlab, kendi geliştirdiği ul-300 kamikaze dronu tanıttı. cihaz, 2 kg'a kadar dolanan mühimmat taşıma kapasitesine sahip.savunma sanayi",hiçbiri,0
2288,"size hz. ali'nin bir sözünü söyleyeyim ""sonu ölüm bile olsa zalime boyun eymeyin"" o yüzden sakın boyun eymeyin ziya ermeni ziya allah seni bildiği gibi yapsın equalityforturkishstudents",nefret,1
2289,"muhsin kahveci̇ hocamız tarafından, üniversite teşkilatımıza ‘‘hocalı soykırımı ve ermeni meselesi’’ konulu seminer verilmiştir. hocamıza kıymetli anlatımları için teşekkür ediyoruz. kuzeyinbozkurtları",hiçbiri,0
2290,canım ermeni pizzası çekti,hiçbiri,0
2291,diyarbakır çok kıymetli ermeni bir diyarbekir ailesi ( i̇simde vardı bulamıyorum ilk fırsatta yazacağım ) belki bilende çıkabilir.,hiçbiri,0
2292,"budur. aslında, bizi yönetip, soyan, türk, i̇nsan ve müslüman olmayan, çoğu rus (laz, çerkez, gürcü, ermeni) asıllı yahudi, hristiyan hain hırsızlar, sinsi kriptolar, arsız yamyamlar, ahlaksız sapkınlar, dine inanmadıklarını, dinin olmadığını kanıtlıyorlar da, salaklar anlasa!",nefret,1
2293,al at bku kır at bku i̇kiside bir at bku aynı kan ermeni dölleri,nefret,1
2294,ekmeğinen ye ermeni gızii,hiçbiri,0
2295,"""ermeni tarihi kaynakları her ne kadar yanlı kaynaklar olsa da onların detaylı bir analizden geçirilerek kullanılması tarihçiliğin olmazsa olmazlarındandır."" elif önen ortaçağtarihi islâmtarihi emeviler abbasiler ",hiçbiri,0
2296,"1900'lerin başında türkiye'de yaşamış bir türk, bir kürt, bir ermeni, bir yahudi aile",hiçbiri,0
2297,ermenistan da pasinyan daha fazla direnemez sonu geldi cmbşk sarkisyan gnl krm bşk nının yanında yeraldı ve azlini önledi erivan sokaklarında hükümet aleyhine gösteriler diğer şehirlere ve karabağ a da sıçradı rusya svn bkn şoygu ile ermeni meslekdaşı durumu görüşüyor,hiçbiri,0
2298,bakırköy yeşilköy geçicilale kamulaştırma yapılmadan ermeni vakfı’na geçen sokağın sakinleri yetkililere seslendi,hiçbiri,0
2299,"patron benim mesajı.daha önce de yazmıştım. kardak krizi de bundan farklı degildi. ab'ye sinyal çakan yunan başbakanına gerçek patronun abd olduğunu gösterdiler. yunan başbakanı da mesajı aldı, ""doğru"" safa kaydı. benzerini putin, ermeni başbakanına yaptı.",hiçbiri,0
2300,arkadaşlar kürtlerde kaçakçılık meyli olmayan ya ermeni'dir ya zaza.,nefret,1
2301,sadakatsiz dizisinden iki ayrı sahne iki ayrı görsel ağrı dağı ermeni bayrağı renklerinde ? siz hayırdır......?,hiçbiri,0
2302,"son 1 haftadır rus barış gücü karabağ'a tek ermeni sivil getirmedi. zaten 30 ocak'ta ortak gözlem merkezinin açılmasından sonra gelenlerin sayısı önce hızla düştü, sonra tamamen 0 oldu. bu durum aynı zamanda türk askeri varlığının sahaya yansıması olarak görülebilir.",hiçbiri,0
2303,"iğdır asılsız ermeni i̇ddialarıyla mücadele derneği (asimder), genel başkanı sayın göksel gülbey vakifimiz ziyarete bulundular bu nazik ziyaretlerinden ve güzel sohbetlerinden dolay kendilerine teşekkür ederiz tügşaviğdir ,",hiçbiri,0
2304,bu bilgiyi muhakkak ermeni harfli türkçe metinlere yazmalıyım. mekanlar da hafıza için önemli.,hiçbiri,0
2305,sumgayit olayından önce kafanda yaşananlara bakılmalı. rus asıllı yazar aleksandr prohanov ermenistanda 1987 senesinde yaşanan kanlı olaylara dikkat çekiyor. ayrıca sumgayit olaylarının esas icracılarından biri de ermeni asıllı eduard grigoryandı.,hiçbiri,0
2306,"azerbaycan topraklarında ermeni silahlı kuvvetler bulunamaz. karabağ koşulsuz olarak tamamen azerbaycan'a teslim edilmelidir. ruslar, anlaşmaya göre askeri üs kuramaz, sadece gözlem noktası kurabilir. azerbaycan, kendi asker ve polisini karabağ'a yerleştirmeli artık..",hiçbiri,0
2307,"krikor kilisesi - ani arpaçay boğazı'nın uçurumunun kenarında, güzel renkli fresklerinden dolayı resimli kilise olarak da bilinen bu aziz krikor kilisesi var.1215 yılında, zakariler döneminde inşa edilen ve zengin ermeni tüccar tigran honents tarafından yaptırılan, ani'nin kalan",hiçbiri,0
2308,"tokat'da bir ermeni düğünü, 1899. an armenian wedding in tokat, 1899.",hiçbiri,0
2309,"azerbaycan dışişleri bakanlığı, karabağ'a ermeni ordusu askerlerinin gönderilmesi nedeniyle ermenistan'ı uyardı. yakında bu ""asgerleri"" alırsak asger deyip ağlayacaklar))",hiçbiri,0
2310,(med) kürt i̇mparatorluğu 13. yüzyılda yaşayan ermeni tarihçi heyton (hethum) şöyle der: ”sonunda araplar mısır’ın yönetimini kaybettiler ve medler “ki onlara kürtler deniliyordu.” mısır’a egemen oldular.”,hiçbiri,0
2311,"26 şubat 1992 tarihinde ermeni güçleri, dağlık karabağ'ın hocalı kasabasında 613 azerbaycanlı kardeşimizi katletti. öldürülenlerin kafa derileri yüzüldü, gözleri oyuldu, başları kesildi. hocalı şehitlerini rahmetle yâd ediyoruz. hocalıkatliamı",hiçbiri,0
2312,"ermeni teröristleri tarafından 1992 karabağ savaşı zamanı öldürülen bebeklerin, kadınların cesetleri bulundu.. hocalıkatliamı karabakhisazerbaijan armenia ermenistan",nefret,1
2313,fare suratli ermeni erdal i̇nönü nasıl alay ederek sırıtıyor...,nefret,1
2314,i̇dlipte 34 şehit verdik bu konu hakkında cumhurbaşkanı bir mesaj yayınlamadı hadi onu geçtim hiç bir bakanda bir mesaj yayınlamadı. konu türk olunca hepiniz sustunuz zaten ya ermeni ya rum yada rus'tunuz !,nefret,1
2315,ermeni başbakanı bırakmıyor devretmiyor hükümeti helal olsun sana,hiçbiri,0
2316,ermeni albay her şeyi anlattı ruslar attırdı! zangezurda türkiyeye hazır... aracılığıyla,hiçbiri,0
2317,ermeni soykırımı var mıdır yok mudur direkt türk halkına sormak lazım. devletin bunu inkar etmesi türk milletine hakarettir onu yalancı kabul ermektir.,hiçbiri,0
2318,"ermenilerin karabağ’ı işgal etmesinin ardından dr. cevat heyet’ın azerbaycan müellimi gazetesine (1993) verdiği söyleşi. söyleşide ermenilerin yalnız karabağ’da değil, her yerde tahribat işleriyle meşgul olduğunu söyleyen heyet, ermeni cinayetlerini şiddetle kınadığını söyler.",nefret,1
2319,"sefa yürükel: ""ermeni soykırımını’ kabül etme kararı bm anlaşmasını çiğnemektir.."" via",hiçbiri,0
